delivery_id,driver_no,delivery_distance_meters,delivery_status,order_id,channel_id,payment_status,shipping_weight,Warehouse_block,Warehouse_city,place_of_dispatch,place_of_loading,place_of_discharge,post_place_of_discharge,place_of_dispatch_date,place_of_loading_date,place_of_discharge_date,post_place_of_discharge_date,predicted_delivered_date,last_tracked_with_vessel
2174918,7396,416,DELIVERED,2913b3df2b4,5,PAID,1284,B,San Jose,"Sydney, State of New South Wales, Australia","Sydney, State of New South Wales, Australia","Kaohsiung, Kaohsiung, Taiwan","Taoyuan, , Taiwan",10/03/2021,24/03/2021,12/04/2021,,29/04/2021,21/04/2021
2174919,25651,2406,DELIVERED,7cff2195456,5,PAID,5495,C,Boston,"Haiphong, Thanh Pho Hai Phong, Vietnam","Haiphong, Thanh Pho Hai Phong, Vietnam","Melbourne, State of Victoria, Australia","Melbourne, State of Victoria, Australia",12/03/2021,15/03/2021,05/04/2021,09/04/2021,13/04/2021,21/04/2021
2174921,25651,4504,DELIVERED,361a523545b,5,PAID,2817,F,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ba Ria, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Long Beach, California, United States",28/01/2021,07/02/2021,30/03/2021,30/03/2021,16/04/2021,21/04/2021
2174923,25651,2549,DELIVERED,d42695aae73,5,PAID,1616,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","New York City, New York, United States","New York City, New York, United States",05/03/2021,06/03/2021,11/04/2021,15/04/2021,19/04/2021,21/04/2021
2174926,6361,4135,DELIVERED,cfe2225e34e,5,PAID,1779,F,San Jose,"Nagoya, Aichi-ken, Japan","Nagoya, Aichi-ken, Japan","Los Angeles, California, United States","Inc., California, United States",15/01/2021,30/01/2021,28/02/2021,04/03/2021,04/03/2021,21/04/2021
2174933,25798,2027,DELIVERED,f00e4f0c04f,5,PAID,1024,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Southampton, England, United Kingdom","DP World Southampton, England, United Kingdom",26/01/2021,31/01/2021,06/03/2021,24/03/2021,28/03/2021,21/04/2021
2174935,5628,1894,DELIVERED,291c3fab17a,5,PAID,2326,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",17/10/2020,21/10/2020,15/11/2020,30/11/2020,04/12/2020,21/04/2021
2174938,9828,4699,DELIVERED,92c721c8643,5,PAID,2947,C,Boston,,"Savannah, Georgia, United States","Abu Dhabi, Abu Zaby, United Arab Emirates",,17/03/2021,17/03/2021,06/05/2021,,,21/04/2021
2174939,17227,4918,DELIVERED,4177c81b989,5,PAID,1387,F,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Long Beach, California, United States",17/08/2020,20/08/2020,22/09/2020,24/09/2020,09/10/2020,21/04/2021
2174940,5128,2430,DELIVERED,bb3f22e6593,5,PAID,2741,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",02/04/2021,07/04/2021,26/04/2021,,13/05/2021,06/05/2021
2174942,14382,2100,DELIVERED,1167528fdcb,5,PAID,2167,F,San Jose,"Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China","Melbourne, State of Victoria, Australia","Melbourne, State of Victoria, Australia",30/03/2021,07/04/2021,01/05/2021,,18/05/2021,21/04/2021
2174943,2945,1859,DELIVERED,85355dfbb71,5,PAID,1714,A,Birmingham,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Semarang, Provinsi Jawa Tengah, Indonesia","Semarang, Provinsi Jawa Tengah, Indonesia",31/03/2021,04/04/2021,23/04/2021,25/04/2021,10/05/2021,21/04/2021
2174944,14382,2582,DELIVERED,26be8c3dfc0,5,PAID,2102,B,San Jose,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Sydney, State of New South Wales, Australia","Sydney, State of New South Wales, Australia",20/02/2021,23/02/2021,11/03/2021,15/03/2021,19/03/2021,21/04/2021
2174947,25409,3703,DELIVERED,809f70de640,5,PAID,2280,C,Boston,"Cape Town, Western Cape, South Africa","Cape Town, Western Cape, South Africa","Rotterdam, Provincie Zuid-Holland, Netherlands","Rotterdam, Provincie Zuid-Holland, Netherlands",16/03/2021,20/03/2021,09/04/2021,,26/04/2021,21/04/2021
2174948,5250,1028,DELIVERED,a8153d82467,5,PAID,3607,F,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",10/10/2020,15/10/2020,21/11/2020,10/12/2020,14/12/2020,21/04/2021
2174949,14382,2849,DELIVERED,52a62bd2158,5,PAID,3516,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Oakland, California, United States","Oakland, California, United States",23/01/2021,29/01/2021,25/02/2021,,14/03/2021,21/04/2021
2174956,25651,2529,DELIVERED,6ad3154167f,5,PAID,1722,F,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Long Beach, California, United States",11/04/2021,14/04/2021,29/04/2021,03/05/2021,07/05/2021,21/04/2021
2174957,358,3283,DELIVERED,025bd6d3c81,5,PAID,2060,A,Birmingham,"DA CHAN BAY, , China","DA CHAN BAY, , China","Fremantle, State of Western Australia, Australia","Fremantle, State of Western Australia, Australia",26/04/2021,30/04/2021,18/05/2021,19/05/2021,04/06/2021,21/04/2021
2174959,425,1610,DELIVERED,4df8abf6ce0,5,PAID,2026,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/03/2021,05/04/2021,20/04/2021,27/04/2021,01/05/2021,21/04/2021
2174961,888,5390,DELIVERED,a049c8d1f93,5,PAID,1364,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",23/04/2021,07/05/2021,23/05/2021,16/06/2021,20/06/2021,20/06/2021
2174963,26075,2417,DELIVERED,8976f77febe,5,PAID,1865,F,San Jose,,,,,,,,,,26/07/2021
2174966,10560,2147,DELIVERED,b874eda3391,5,PAID,3889,D,New York,,,,"Dallas, Texas, United States",,,,29/06/2021,29/06/2021,05/07/2021
2174970,16430,3617,DELIVERED,614eef69d14,5,PAID,3582,F,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",13/07/2021,14/07/2021,30/08/2021,10/09/2021,14/09/2021,14/09/2021
2174971,28171,788,DELIVERED,2b016649249,5,PAID,1829,A,Birmingham,,"Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",25/03/2021,25/03/2021,29/04/2021,12/05/2021,12/05/2021,24/05/2021
2174973,30030,2797,DELIVERED,1910793b31b,5,PAID,4097,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Los Angeles, California, United States",23/04/2021,25/04/2021,25/05/2021,26/05/2021,11/06/2021,24/05/2021
2174976,12136,1944,DELIVERED,5f386963ddc,5,PAID,10018,C,Boston,,"Houston, Texas, United States","Paramaribo, Paramaribo District, Suriname",,22/03/2021,22/03/2021,23/04/2021,,,21/04/2021
2174977,26588,1168,DELIVERED,f532dd2547b,5,PAID,1645,F,San Jose,,"Houston, Texas, United States","Chennai, State of Tamil Nadu, India",,12/03/2021,12/03/2021,18/05/2021,,,21/04/2021
2174981,26052,1239,DELIVERED,cbf41f8f63b,5,PAID,1462,D,New York,"Long Beach, California, United States","Los Angeles, California, United States","Contecar, Departamento de Bolivar, Colombia","Cartagena, Departamento de Bolivar, Colombia",10/06/2021,19/06/2021,16/07/2021,17/07/2021,02/08/2021,14/06/2021
2174985,6662,2068,DELIVERED,4feab0db425,5,PAID,3696,F,San Jose,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",19/03/2021,20/03/2021,20/05/2021,24/05/2021,28/05/2021,14/06/2021
2174990,14702,4112,DELIVERED,044ba3abdc0,5,PAID,3707,A,Birmingham,"Antwerpen, Flanders, Belgium","Antwerpen, Flanders, Belgium","Montreal, Quebec, Canada","Montreal, Quebec, Canada",07/12/2020,14/12/2020,26/12/2020,29/12/2020,12/01/2021,21/04/2021
2174991,25651,1458,DELIVERED,709e0a42715,5,PAID,3750,B,San Jose,"Klaipeda, Klaipeda County, Lithuania","Klaipeda, Klaipeda County, Lithuania","Pelabuhan Klang, Selangor, Malaysia","Pelabuhan Klang, Selangor, Malaysia",21/04/2021,27/04/2021,01/06/2021,01/06/2021,18/06/2021,21/04/2021
2174992,25651,987,DELIVERED,a03d54a6469,5,PAID,1844,C,Boston,"Puerto Nuevo, Buenos Aires, Argentina","Puerto Nuevo, Buenos Aires, Argentina","Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China",07/05/2019,09/05/2019,28/06/2019,04/07/2019,04/07/2019,21/04/2021
2174998,9509,2539,DELIVERED,ffc83a20365,5,PAID,1490,F,San Jose,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Gdansk, Wojewodztwo Pomorskie, Poland","Gdansk, Wojewodztwo Pomorskie, Poland",08/04/2021,11/04/2021,11/05/2021,14/05/2021,28/05/2021,21/04/2021
2174999,13043,2565,DELIVERED,487a50ad8e4,5,PAID,1062,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Long Beach, California, United States",13/08/2020,13/08/2020,14/09/2020,16/09/2020,01/10/2020,21/04/2021
2175003,13527,763,DELIVERED,17607f1704a,5,PAID,2551,F,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",28/03/2021,07/04/2021,20/04/2021,,07/05/2021,06/05/2021
2175006,8378,5389,DELIVERED,a968b3936fb,5,PAID,6439,A,Birmingham,"Bangkok, Bangkok, Thailand","Laem Chabang, Changwat Chon Buri, Thailand","Tokyo, Tokyo Prefecture, Japan","Tokyo, Tokyo Prefecture, Japan",01/04/2021,09/04/2021,19/04/2021,,06/05/2021,21/04/2021
2175008,8958,3791,DELIVERED,08b0540ba94,5,PAID,1869,B,San Jose,"Tokyo, Tokyo Prefecture, Japan","Tokyo, Tokyo Prefecture, Japan","Laem Chabang, Changwat Chon Buri, Thailand","Laem Chabang, Changwat Chon Buri, Thailand",25/03/2021,01/04/2021,12/04/2021,19/04/2021,19/04/2021,21/04/2021
2175018,6656,1769,DELIVERED,6f5bdbc87c7,5,PAID,1443,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",21/12/2020,21/12/2020,21/02/2021,25/02/2021,01/03/2021,21/04/2021
2175022,174,286,DELIVERED,02fbf9824fb,5,PAID,2491,F,San Jose,"Laem Chabang, Changwat Chon Buri, Thailand","Laem Chabang, Changwat Chon Buri, Thailand","Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China",19/04/2021,22/04/2021,01/05/2021,01/05/2021,18/05/2021,21/04/2021
2175025,4190,1460,DELIVERED,5c18506f06e,5,PAID,3845,D,New York,"Long Beach, California, United States","Long Beach, California, United States","Ningbo, Zhejiang Sheng, China","Taicang, Jiangsu Sheng, China",18/09/2020,23/09/2020,11/10/2020,07/12/2020,07/12/2020,21/04/2021
2175028,15561,2642,DELIVERED,3ed7129c3c0,5,PAID,3671,F,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Kiamari, Sindh, Pakistan","Kiamari, Sindh, Pakistan",26/01/2021,09/02/2021,28/02/2021,05/03/2021,09/03/2021,21/04/2021
2175030,9996,3667,DELIVERED,d7722ad56ac,5,PAID,1946,A,Birmingham,,"Valencia, Comunitat Valenciana, Spain","Huangpu, Guangdong Sheng, China",,19/02/2021,19/02/2021,09/04/2021,,,21/04/2021
2175032,7615,147,DELIVERED,06343ab357b,5,PAID,1138,B,San Jose,"Gijon, Principality of Asturias, Spain","Gijon, Principality of Asturias, Spain","Pelabuhan Klang, Selangor, Malaysia","Pelabuhan Klang, Selangor, Malaysia",17/02/2021,17/02/2021,10/04/2021,13/04/2021,27/04/2021,21/04/2021
2175033,4190,3498,DELIVERED,1ed78615ee4,5,PAID,3482,C,Boston,"Chennai, State of Tamil Nadu, India","Ennore, State of Tamil Nadu, India","Savannah, Georgia, United States","Savannah, Georgia, United States",28/02/2021,03/03/2021,30/04/2021,,17/05/2021,21/04/2021
2175035,2061,1935,DELIVERED,ef979d0b661,13,PAID,3427,F,San Jose,"Jebel Ali, Dubai, United Arab Emirates","Jebel Ali, Dubai, United Arab Emirates","Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China",27/04/2021,28/04/2021,23/05/2021,23/05/2021,09/06/2021,21/04/2021
2175036,4190,4504,DELIVERED,0158ddb0020,5,PAID,3375,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Los Angeles, California, United States",25/03/2021,05/04/2021,21/04/2021,,08/05/2021,21/04/2021
2175041,28169,3778,DELIVERED,089e50a5847,5,PAID,1692,F,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",04/04/2021,19/04/2021,03/05/2021,11/05/2021,15/05/2021,21/04/2021
2175042,4190,2549,DELIVERED,c18ba74f22c,5,PAID,1498,A,Birmingham,"Huangpu, Guangdong Sheng, China","Huangpu, Guangdong Sheng, China","Memphis, Tennessee, United States","Smyrna, Tennessee, United States",07/02/2021,07/02/2021,08/04/2021,,25/04/2021,21/04/2021
2175043,510,3722,DELIVERED,0d1978acef3,5,PAID,2729,B,San Jose,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Felixstowe, England, United Kingdom","Felixstowe, England, United Kingdom",15/04/2021,18/04/2021,12/05/2021,14/05/2021,29/05/2021,21/04/2021
2175044,28072,843,DELIVERED,81db9227a33,5,PAID,2478,C,Boston,"Rotterdam, Provincie Zuid-Holland, Netherlands","Rotterdam, Provincie Zuid-Holland, Netherlands","New York City, New York, United States","New York City, New York, United States",22/02/2021,10/03/2021,21/03/2021,23/03/2021,07/04/2021,21/04/2021
2175046,,3958,CANCELLED,2627e8b8800,5,PAID,1809,F,San Jose,"Jakarta, Daerah Khusus Ibukota Jakarta, Indonesia","Jakarta, Daerah Khusus Ibukota Jakarta, Indonesia","Kobe, Hyogo, Japan","Kobe, Hyogo, Japan",08/04/2021,10/04/2021,24/04/2021,25/04/2021,11/05/2021,21/04/2021
2175050,13527,711,DELIVERED,5793ce5fc34,5,PAID,2263,D,New York,"Wuhu, Anhui Sheng, China","Wuhu, Anhui Sheng, China","Jawaharlal Nehru, State of Maharashtra, India","Mumbai, State of Maharashtra, India",15/02/2021,16/02/2021,01/04/2021,19/04/2021,23/04/2021,21/04/2021
2175061,6161,1853,DELIVERED,412c7f9f493,5,PAID,1096,F,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",05/04/2021,14/04/2021,03/05/2021,08/06/2021,12/06/2021,14/06/2021
2175066,4190,793,DELIVERED,365bde2b2eb,5,PAID,1550,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",23/04/2021,26/04/2021,14/05/2021,09/06/2021,13/06/2021,12/07/2021
2175067,15061,2975,DELIVERED,5eed3a0fe7f,5,PAID,2751,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Gainesville, Texas, United States",18/04/2021,24/04/2021,10/06/2021,23/06/2021,23/06/2021,29/06/2021
2175073,26879,2625,DELIVERED,40da4651d22,5,PAID,3935,C,Boston,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",25/04/2021,02/05/2021,14/05/2021,11/06/2021,15/06/2021,20/06/2021
2175075,726,1183,DELIVERED,ebe189b922e,5,PAID,1285,F,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",31/03/2021,01/04/2021,07/07/2021,04/07/2021,24/07/2021,08/07/2021
2175078,7638,538,DELIVERED,7521e426529,5,PAID,3872,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",21/05/2021,05/06/2021,24/06/2021,07/07/2021,11/07/2021,12/07/2021
2175079,731,1689,DELIVERED,0da0655c7ba,5,PAID,1314,F,San Jose,"Wuhu, Anhui Sheng, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",19/02/2021,10/03/2021,06/04/2021,21/04/2021,25/04/2021,21/04/2021
2175080,22901,4283,DELIVERED,8f1972b829b,5,PAID,3995,A,Birmingham,"Saint Petersburg, Sankt-Peterburg, Russia","Saint Petersburg, Sankt-Peterburg, Russia","Tema, Greater Accra Region, Ghana","Tema, Greater Accra Region, Ghana",14/02/2021,14/02/2021,25/03/2021,,11/04/2021,21/04/2021
2175083,14059,907,DELIVERED,e5fc35971e9,5,PAID,3440,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Cruz de Pau, Distrito do Porto, Portugal","Cruz de Pau, Distrito do Porto, Portugal",16/04/2021,21/04/2021,04/06/2021,05/06/2021,21/06/2021,21/04/2021
2175085,25651,2529,DELIVERED,3e073a5290e,5,PAID,1294,C,Boston,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Prince Rupert, British Columbia, Canada","Elwood, Illinois, United States",08/11/2019,09/11/2019,11/12/2019,18/12/2019,22/12/2019,21/04/2021
2175086,2837,5303,DELIVERED,51a714c81ac,5,PAID,1487,F,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",14/01/2021,14/01/2021,30/03/2021,02/04/2021,16/04/2021,21/04/2021
2175088,5623,2483,DELIVERED,554c64b41b5,5,PAID,1940,D,New York,"Fuqing, Fujian Sheng, China","Fuqing, Fujian Sheng, China","Savannah, Georgia, United States","Forest Park, Georgia, United States",02/03/2021,05/03/2021,20/04/2021,,07/05/2021,21/04/2021
2175092,25651,987,DELIVERED,c21cb82cfe0,31,PAID,1052,F,San Jose,"Haiphong, Thanh Pho Hai Phong, Vietnam","Haiphong, Thanh Pho Hai Phong, Vietnam","Kaohsiung, Kaohsiung, Taiwan","Keelung, Taiwan, Taiwan",11/03/2021,18/03/2021,20/03/2021,13/04/2021,17/04/2021,21/04/2021
2175093,9996,2591,DELIVERED,fdac1155ee3,5,PAID,1486,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Long Beach, California, United States","Long Beach, California, United States",18/07/2019,19/07/2019,12/08/2019,13/08/2019,29/08/2019,21/04/2021
2175094,358,5500,DELIVERED,4f32bb4fad4,5,PAID,3001,B,San Jose,,"Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",13/01/2021,13/01/2021,27/02/2021,11/03/2021,11/03/2021,21/04/2021
2175096,29077,3299,DELIVERED,40ef515f5ab,5,PAID,1386,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/03/2021,04/04/2021,19/04/2021,25/04/2021,29/04/2021,21/04/2021
2175097,28169,2217,DELIVERED,08e4f3fb94d,5,PAID,3778,F,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",01/02/2021,06/02/2021,02/04/2021,,19/04/2021,21/04/2021
2175098,29077,1947,DELIVERED,855f2636c65,5,PAID,1233,D,New York,"Yingkou, Liaoning Sheng, China","Yingkou, Liaoning Sheng, China","Huangpu, Guangdong Sheng, China","Huangpu, Guangdong Sheng, China",15/03/2018,17/03/2018,31/03/2018,05/04/2018,09/04/2018,21/04/2021
2175099,19793,5775,DELIVERED,c4fd1c0cb73,5,PAID,1415,F,San Jose,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",16/04/2021,17/04/2021,18/05/2021,,04/06/2021,24/05/2021
2175102,14621,764,DELIVERED,ca78d395758,15,PAID,1092,A,Birmingham,"Melbourne, State of Victoria, Australia","Melbourne, State of Victoria, Australia","Pelabuhan Klang, Selangor, Malaysia","Pelabuhan Klang, Selangor, Malaysia",13/12/2020,21/12/2020,04/01/2021,07/01/2021,21/01/2021,21/04/2021
2175104,15661,3311,DELIVERED,c9d44c56421,5,PAID,1596,B,San Jose,"Oberderdingen, Baden-Wuerttemberg, Germany","Rotterdam, Provincie Zuid-Holland, Netherlands","Savannah, Georgia, United States","Newnan, Georgia, United States",29/03/2021,20/04/2021,04/05/2021,05/05/2021,21/05/2021,21/04/2021
2175109,9996,1299,DELIVERED,c3b18cbe337,5,PAID,1411,C,Boston,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States",,05/03/2021,07/03/2021,14/04/2021,,01/05/2021,21/04/2021
2175110,13117,1746,DELIVERED,048dfe6bdfe,5,PAID,1968,F,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China",,,26/03/2021,28/03/2021,,,,21/04/2021
2175112,5628,1619,DELIVERED,26b77dc6960,5,PAID,1736,D,New York,"Long Beach, California, United States","Long Beach, California, United States","Haiphong, Thanh Pho Hai Phong, Vietnam","Haiphong, Thanh Pho Hai Phong, Vietnam",02/02/2021,09/02/2021,14/03/2021,18/03/2021,18/03/2021,21/04/2021
