payment_order_id,height_of_package,width_of_package,length_of_package,payment_fee,payment_method,payment_status,shipping_weight,Warehouse_block,Warehouse_city,order_date
68452051,157,224,251,4.83,ONLINE,PAID,2040,C,Boston,16/04/2020
68452052,212,17,159,4.76,ONLINE,PAID,1778,F,San Jose,31/03/2021
68452054,147,265,156,2.65,ONLINE,PAID,2885,D,New York,24/08/2021
68452175,22,10,124,1,ONLINE,PAID,3501,F,San Jose,19/03/2021
68452246,265,15,42,1.24,ONLINE,PAID,1270,A,Birmingham,26/05/2019
68452247,80,195,285,0.25,ONLINE,PAID,3123,B,San Jose,20/03/2021
68452287,24,105,16,0,VOUCHER,PAID,2896,C,Boston,06/03/2021
68452361,15,77,87,5.08,ONLINE,PAID,9845,F,San Jose,06/10/2018
68452362,190,72,198,3.81,ONLINE,PAID,2154,D,New York,03/04/2021
68452425,63,78,222,0.67,DEBIT,PAID,1573,F,San Jose,23/02/2021
68452447,144,189,233,0.27,DEBIT,PAID,1614,A,Birmingham,05/05/2021
68452451,256,43,241,1.67,ONLINE,PAID,1765,B,San Jose,03/04/2020
68452452,253,140,211,5.35,ONLINE,PAID,2321,C,Boston,03/11/2020
68452454,25,161,89,2.88,ONLINE,PAID,3251,F,San Jose,19/03/2021
68452479,233,10,16,1.41,STORE_DIRECT_PAYMENT,PAID,2728,D,New York,04/03/2021
68452508,15,151,102,6.05,ONLINE,PAID,1036,F,San Jose,13/02/2021
68453108,193,288,221,0.67,DEBIT,PAID,1453,A,Birmingham,27/03/2021
68453149,127,258,245,0.45,ONLINE,PAID,8730,B,San Jose,27/04/2021
68453186,21,208,39,10.99,ONLINE,PAID,2791,C,Boston,17/01/2021
68453262,25,285,285,3.02,ONLINE,PAID,3836,F,San Jose,09/02/2021
68453305,167,75,263,4.09,ONLINE,PAID,4690,D,New York,29/03/2021
68453598,213,21,125,0.54,DEBIT,PAID,2267,F,San Jose,08/01/2021
68453600,30,222,210,4.16,ONLINE,PAID,3339,A,Birmingham,17/02/2021
68453961,121,260,252,1.07,DEBIT,PAID,1832,B,San Jose,26/03/2021
68453999,290,69,83,0.63,ONLINE,PAID,3861,C,Boston,30/05/2021
68454205,196,173,220,0.84,ONLINE,PAID,3528,F,San Jose,02/05/2021
68454307,261,195,299,0.26,VOUCHER_STORE,PAID,4462,D,New York,08/01/2021
68454369,208,106,204,2.34,ONLINE,PAID,2745,F,San Jose,21/08/2021
68454481,220,253,182,3.05,ONLINE,PAID,1814,A,Birmingham,04/04/2021
68454488,150,207,174,0.73,ONLINE,PAID,1330,B,San Jose,08/04/2021
68454515,55,159,104,0,VOUCHER,PAID,1218,C,Boston,11/04/2021
68454552,113,33,268,2.88,ONLINE,PAID,1517,F,San Jose,19/07/2021
68454767,217,102,65,1.93,ONLINE,PAID,1714,D,New York,27/04/2021
68454768,200,27,169,0.97,STORE_DIRECT_PAYMENT,PAID,4949,F,San Jose,10/02/2021
68455169,277,46,59,5.31,ONLINE,PAID,1933,A,Birmingham,04/04/2021
68455270,64,123,45,0.48,ONLINE,PAID,3776,B,San Jose,03/01/2019
68455272,70,299,196,0,VOUCHER,PAID,3813,C,Boston,21/04/2021
68455353,176,118,163,1.07,ONLINE,PAID,1911,F,San Jose,04/03/2021
68455763,134,192,118,7.43,ONLINE,PAID,1755,D,New York,21/03/2021
68456004,270,132,97,3.15,ONLINE,PAID,3303,F,San Jose,09/11/2019
68456156,239,242,284,0.93,DEBIT,PAID,1806,A,Birmingham,14/03/2021
68456270,213,273,105,0.56,ONLINE,PAID,3569,B,San Jose,04/04/2021
68456331,218,104,257,0.45,DEBIT,PAID,2018,C,Boston,17/01/2021
68456344,130,70,133,3.2,ONLINE,PAID,1294,F,San Jose,31/01/2021
68456347,52,121,56,0.91,ONLINE,PAID,2064,D,New York,17/03/2021
68456909,141,171,286,1.18,ONLINE,PAID,2953,F,San Jose,16/03/2021
68456996,30,142,164,0.96,ONLINE,PAID,2643,A,Birmingham,20/03/2021
68457071,173,213,24,1.62,ONLINE,PAID,1846,B,San Jose,27/03/2021
68457114,257,158,75,3.82,ONLINE,PAID,3632,C,Boston,26/04/2021
68457154,47,144,225,0.4,DEBIT,PAID,8689,F,San Jose,04/12/2020
68457214,38,146,73,1.56,ONLINE,PAID,2628,D,New York,04/04/2021
68457267,206,186,118,5.03,ONLINE,PAID,2805,F,San Jose,10/07/2021
68457393,206,85,207,1.66,ONLINE,PAID,2596,A,Birmingham,04/04/2021
68457422,239,35,218,2.06,ONLINE,PAID,1366,B,San Jose,05/06/2021
68457470,236,114,67,3.41,ONLINE,PAID,2955,C,Boston,28/03/2021
68457717,231,299,215,0,VOUCHER,PAID,3860,F,San Jose,13/02/2021
68457718,87,258,143,1.79,ONLINE,PAID,3018,D,New York,10/07/2021
68457722,185,98,91,5.31,ONLINE,PAID,1248,F,San Jose,21/02/2021
68457787,225,197,16,1.02,ONLINE,PAID,2782,A,Birmingham,10/07/2021
68458232,284,146,292,0.67,ONLINE,PAID,3355,B,San Jose,29/10/2020
68458284,175,134,146,5.34,ONLINE,PAID,1390,C,Boston,10/11/2019
68458664,280,66,40,1,ONLINE,PAID,2726,F,San Jose,14/04/2021
68458710,97,88,280,0.33,ONLINE,PAID,1467,D,New York,26/03/2021
68458833,223,97,44,6.71,ONLINE,PAID,1178,F,San Jose,15/04/2021
68458971,39,180,46,2.68,ONLINE,PAID,3153,A,Birmingham,15/04/2021
68459049,108,268,226,2.36,ONLINE,PAID,3420,B,San Jose,13/03/2021
68459178,119,176,170,0.6,ONLINE,PAID,1526,C,Boston,02/01/2021
68459220,162,57,147,0.38,ONLINE,PAID,3940,F,San Jose,06/11/2019
68459306,181,114,269,0,VOUCHER,PAID,2620,D,New York,13/04/2021
68459647,174,36,157,1.83,ONLINE,PAID,5814,F,San Jose,20/03/2021
68459661,106,267,250,0.21,ONLINE,PAID,3139,A,Birmingham,01/04/2021
68459982,280,251,258,0,VOUCHER,PAID,2361,B,San Jose,30/11/2019
68460164,209,89,163,1.16,ONLINE,PAID,1175,C,Boston,04/04/2021
68460223,227,115,276,5.17,ONLINE,PAID,2277,F,San Jose,05/05/2019
68460278,27,244,199,1.67,ONLINE,PAID,3459,D,New York,04/04/2021
68460376,240,51,141,1,ONLINE,PAID,1770,F,San Jose,11/04/2021
68460384,151,169,85,0.65,ONLINE,PAID,3318,A,Birmingham,20/01/2021
68460440,61,59,69,0.81,ONLINE,PAID,3413,B,San Jose,12/04/2021
68460539,90,240,31,1.69,DEBIT,PAID,1525,C,Boston,24/08/2020
68460544,116,261,27,0.92,ONLINE,PAID,2093,F,San Jose,18/04/2020
68461004,51,112,289,1.15,ONLINE,PAID,1092,D,New York,09/04/2021
68461058,261,20,180,3.02,ONLINE,PAID,1863,F,San Jose,09/05/2021
68461139,96,117,95,1.83,DEBIT,PAID,3973,A,Birmingham,08/01/2021
68461215,199,205,57,1.75,ONLINE,PAID,1594,B,San Jose,05/08/2021
68461493,173,111,287,0.51,ONLINE,PAID,1113,C,Boston,04/04/2021
68461568,210,269,264,1.42,ONLINE,PAID,1317,F,San Jose,06/04/2021
68461581,131,80,107,5.33,ONLINE,PAID,5322,D,New York,26/04/2021
68461612,43,136,119,3.18,ONLINE,PAID,3562,F,San Jose,12/03/2021
68461637,237,222,67,0.18,ONLINE,PAID,2062,A,Birmingham,16/02/2021
68461688,44,189,81,0,VOUCHER,PAID,2236,B,San Jose,22/11/2020
68461936,159,154,280,5.62,ONLINE,PAID,1498,C,Boston,10/07/2021
68462093,270,277,197,1.79,ONLINE,PAID,1811,F,San Jose,01/04/2021
68462099,264,61,104,2.33,ONLINE,PAID,1550,D,New York,08/04/2021
68462102,18,271,117,2.34,ONLINE,PAID,3065,F,San Jose,06/02/2021
68462133,122,72,158,2.68,ONLINE,PAID,1996,A,Birmingham,08/05/2021
68462267,195,29,16,3.92,ONLINE,PAID,2627,B,San Jose,10/07/2021
68462314,57,188,65,3.25,ONLINE,PAID,1524,C,Boston,14/05/2021
68462324,112,124,76,1.35,ONLINE,PAID,2240,F,San Jose,14/05/2021
68462325,25,124,217,1.04,ONLINE,PAID,3750,D,New York,17/04/2021
68462758,225,203,102,3.73,ONLINE,PAID,2273,F,San Jose,30/05/2021
68462845,226,54,229,0,VOUCHER,PAID,7032,A,Birmingham,02/07/2021
68462846,162,145,146,3.19,ONLINE,PAID,2657,B,San Jose,18/05/2021
68462949,98,295,84,5.19,ONLINE,PAID,2021,C,Boston,27/06/2021
68462957,52,153,136,0.54,ONLINE,PAID,1641,F,San Jose,05/04/2021
68463065,75,15,37,2.42,ONLINE,PAID,2903,D,New York,09/01/2021
68463108,271,95,57,0.54,ONLINE,PAID,1986,F,San Jose,11/04/2021
68463109,229,269,257,3.4,ONLINE,PAID,1045,A,Birmingham,10/07/2021
68463202,94,39,227,0,VOUCHER,PAID,7040,B,San Jose,16/04/2021
68463387,130,212,149,0.45,DEBIT,PAID,5481,C,Boston,09/05/2021
68463388,150,210,226,3.15,ONLINE,PAID,3642,F,San Jose,09/06/2021
68463612,191,292,157,3.71,ONLINE,PAID,1667,D,New York,10/04/2021
68463631,185,85,189,0,VOUCHER,PAID,1603,F,San Jose,16/04/2021
68463752,253,230,62,0.46,ONLINE,PAID,2722,A,Birmingham,18/02/2021
68463805,33,59,30,0.64,DEBIT,PAID,1682,B,San Jose,25/05/2021
68463903,27,124,296,2.75,ONLINE,PAID,3608,C,Boston,02/08/2021
68463984,125,138,138,2.98,ONLINE,PAID,3476,F,San Jose,23/11/2020
68463992,163,116,237,3.6,ONLINE,PAID,3744,D,New York,17/05/2021
68464135,23,212,52,1.59,ONLINE,PAID,1785,F,San Jose,23/05/2021
68464291,258,30,231,1.9,ONLINE,PAID,3873,A,Birmingham,17/04/2021
68464303,19,162,214,0.67,ONLINE,PAID,1773,B,San Jose,24/05/2021
68464304,240,116,78,3.46,ONLINE,PAID,1141,C,Boston,10/07/2021
68464416,297,238,252,2.48,ONLINE,PAID,2359,F,San Jose,10/07/2021
68464417,269,241,85,1.12,ONLINE,PAID,2431,D,New York,24/04/2021
68464418,84,50,121,3.18,ONLINE,PAID,2173,F,San Jose,06/05/2021
68464454,27,87,18,1.12,ONLINE,PAID,3490,A,Birmingham,08/02/2021
68464492,79,253,78,2.02,ONLINE,PAID,2015,B,San Jose,25/06/2021
68464554,133,210,58,1.53,ONLINE,PAID,3257,C,Boston,16/05/2021
68464570,264,140,260,2.8,ONLINE,PAID,3537,F,San Jose,09/04/2021
68464650,216,10,99,2.81,ONLINE,PAID,3103,D,New York,10/07/2021
68464727,208,149,300,3.22,ONLINE,PAID,1900,F,San Jose,05/05/2021
68464806,179,42,104,0.88,ONLINE,PAID,5336,A,Birmingham,05/07/2021
68464953,72,122,214,3.64,ONLINE,PAID,2188,B,San Jose,26/04/2021
68464981,259,241,243,1.26,ONLINE,PAID,1774,C,Boston,09/04/2021
68464984,255,220,294,2.12,ONLINE,PAID,5256,F,San Jose,07/06/2019
68465031,267,75,259,2.04,ONLINE,PAID,3702,D,New York,26/07/2021
68465084,54,111,178,0.84,ONLINE,PAID,2701,F,San Jose,21/08/2021
68465137,220,197,33,4.23,ONLINE,PAID,1707,A,Birmingham,16/12/2020
68465139,129,22,275,0,VOUCHER,PAID,1512,B,San Jose,17/04/2021
68465368,48,38,93,1.7,ONLINE,PAID,3200,C,Boston,15/05/2021
68465593,267,234,117,0.51,DEBIT,PAID,2962,F,San Jose,30/08/2021
68465604,280,139,217,2.02,ONLINE,PAID,1434,D,New York,11/04/2021
68465626,73,225,207,2.47,ONLINE,PAID,1886,F,San Jose,14/06/2021
68465683,53,291,117,4.02,ONLINE,PAID,1642,A,Birmingham,27/05/2021
68465692,82,161,183,0.97,ONLINE,PAID,7384,B,San Jose,16/05/2021
68465722,295,229,165,0.98,ONLINE,PAID,1567,C,Boston,03/05/2021
68465795,34,176,280,4.53,ONLINE,PAID,6436,F,San Jose,11/07/2021
68465908,90,264,111,2.26,ONLINE,PAID,1145,D,New York,04/07/2021
68465968,59,130,58,1.53,ONLINE,PAID,2073,F,San Jose,02/05/2021
68466108,145,224,86,1.74,ONLINE,PAID,13499,A,Birmingham,30/07/2021
68466202,182,71,191,0,VOUCHER,PAID,12010,B,San Jose,27/04/2021
68466335,208,154,95,4.63,ONLINE,PAID,2164,C,Boston,10/07/2021
68466707,260,282,174,1.48,ONLINE,PAID,2449,F,San Jose,04/07/2021
68466754,72,162,78,2.35,ONLINE,PAID,3578,D,New York,28/06/2021
68466804,286,279,296,1.9,ONLINE,PAID,1940,F,San Jose,16/05/2021
68466880,108,280,24,5,ONLINE,PAID,2526,A,Birmingham,04/07/2021
68466984,55,258,160,0.28,ONLINE,PAID,5957,B,San Jose,03/05/2021
68467005,226,249,121,1.12,ONLINE,PAID,3416,C,Boston,19/05/2021
68467008,157,201,236,2.39,ONLINE,PAID,1901,F,San Jose,10/07/2021
68467361,186,161,139,1.56,ONLINE,PAID,3108,D,New York,05/05/2021
68467594,32,53,58,0.78,DEBIT_STORE,PAID,1745,F,San Jose,24/07/2021
68467597,166,108,136,4.67,ONLINE,PAID,3706,A,Birmingham,27/05/2021
68467601,146,40,173,1.03,ONLINE,PAID,1063,B,San Jose,25/06/2021
68467605,131,101,45,7.16,ONLINE,PAID,2225,C,Boston,02/06/2021
68467656,167,168,259,2.37,ONLINE,PAID,4088,F,San Jose,13/04/2021
68467873,29,260,175,2.36,ONLINE,PAID,3894,D,New York,27/05/2021
68468306,137,191,28,0.45,DEBIT,PAID,3342,F,San Jose,21/04/2021
68468523,245,25,265,0.7,ONLINE,PAID,3024,A,Birmingham,10/07/2021
68468560,240,96,199,0,VOUCHER,PAID,1313,B,San Jose,29/06/2021
68468914,201,222,277,6.53,ONLINE,PAID,3039,C,Boston,18/06/2021
68468998,73,177,255,3.48,ONLINE,PAID,1369,F,San Jose,13/06/2021
68469266,150,48,154,2.68,ONLINE,PAID,2334,D,New York,25/03/2020
68469494,158,102,285,1.67,ONLINE,PAID,1307,F,San Jose,19/06/2021
68469540,289,278,105,6.32,ONLINE,PAID,3496,A,Birmingham,18/05/2021
68469541,175,230,59,0.45,ONLINE,PAID,2497,B,San Jose,10/07/2021
68469643,118,255,146,1.53,ONLINE,PAID,1933,C,Boston,27/07/2021
68469930,10,23,105,4.11,ONLINE,PAID,5716,F,San Jose,11/05/2021
68469938,189,299,38,0.42,ONLINE,PAID,2176,D,New York,27/04/2021
68470373,113,140,219,2.8,ONLINE,PAID,3174,F,San Jose,26/04/2021
68470384,76,212,181,0.76,ONLINE,PAID,2581,A,Birmingham,23/05/2021
68470436,13,199,259,0,VOUCHER,PAID,3280,B,San Jose,02/06/2021
68470448,131,275,131,8.31,ONLINE,PAID,2236,C,Boston,28/06/2021
68470461,204,224,206,2.8,ONLINE,PAID,1540,F,San Jose,10/07/2021
68470483,172,122,114,3.92,ONLINE,PAID,2821,D,New York,24/05/2021
68470822,101,277,141,0.91,DEBIT,PAID,1464,F,San Jose,09/05/2021
68470961,71,55,100,2.13,DEBIT,PAID,1367,A,Birmingham,11/06/2021
68471180,195,159,297,9.98,ONLINE,PAID,1218,B,San Jose,03/07/2021
68471231,105,274,87,1.82,ONLINE,PAID,2135,C,Boston,12/05/2021
68471445,178,78,72,3.26,ONLINE,PAID,1125,F,San Jose,09/06/2021
68471498,102,163,84,1.09,ONLINE,PAID,3665,D,New York,18/05/2021
68471499,234,159,182,4.37,ONLINE,PAID,1203,F,San Jose,11/06/2021
68471507,128,208,263,0.87,DEBIT,PAID,1819,A,Birmingham,26/06/2021
68471508,44,231,110,3.22,ONLINE,PAID,1967,B,San Jose,22/05/2021
68471643,203,56,258,2.89,ONLINE,PAID,4369,C,Boston,03/11/2019
68471753,232,103,51,1.91,ONLINE,PAID,1198,F,San Jose,03/07/2021
68471785,23,58,272,2.6,ONLINE,PAID,1387,D,New York,14/05/2021
68472317,289,128,248,1.9,ONLINE,PAID,2207,F,San Jose,17/05/2021
68472585,239,120,157,1.7,ONLINE,PAID,2404,A,Birmingham,02/05/2021
68472836,200,161,224,0.82,DEBIT,PAID,2212,B,San Jose,28/03/2021
68472872,15,86,285,3.64,ONLINE,PAID,1049,C,Boston,01/07/2021
68473169,155,41,93,1.34,STORE_DIRECT_PAYMENT,PAID,1066,F,San Jose,30/06/2021
68473268,55,67,284,4.23,ONLINE,PAID,3231,D,New York,03/07/2021
68473404,49,200,94,0.64,ONLINE,PAID,1834,F,San Jose,08/06/2021
68473759,17,236,271,4.19,ONLINE,PAID,3891,A,Birmingham,11/05/2021
68473855,141,229,152,1.33,DEBIT,PAID,3859,B,San Jose,22/06/2021
68474116,51,88,117,1.02,ONLINE,PAID,1528,C,Boston,19/06/2021
68474212,283,127,198,3.18,ONLINE,PAID,3788,F,San Jose,15/05/2021
68474446,178,248,94,2.12,ONLINE,PAID,1293,D,New York,09/07/2018
68474611,20,40,274,0.8,ONLINE,PAID,3578,F,San Jose,11/04/2021
68474719,199,78,217,3.45,ONLINE,PAID,3142,A,Birmingham,09/07/2021
68474758,170,47,245,2.95,ONLINE,PAID,3402,B,San Jose,11/06/2021
68474769,65,241,24,0,VOUCHER,PAID,3022,C,Boston,10/07/2021
68474853,252,276,250,3.02,ONLINE,PAID,1442,F,San Jose,12/06/2021
68475082,237,173,291,0.55,ONLINE,PAID,3638,D,New York,10/07/2021
68475170,14,264,135,1.64,DEBIT_STORE,PAID,2143,F,San Jose,10/07/2021
68475205,163,90,202,5.81,ONLINE,PAID,3030,A,Birmingham,12/05/2021
68475271,125,107,84,1.07,DEBIT,PAID,1361,B,San Jose,30/06/2021
68475405,214,54,268,4.57,ONLINE,PAID,2118,C,Boston,10/07/2021
68475584,62,184,27,0,VOUCHER,PAID,6063,F,San Jose,10/07/2021
68475643,44,136,195,0.41,ONLINE,PAID,6110,D,New York,10/07/2021
68475728,83,60,244,2.68,ONLINE,PAID,2367,F,San Jose,08/06/2021
68475736,273,140,48,5.85,ONLINE,PAID,2437,A,Birmingham,30/07/2021
68475894,104,43,43,3.3,ONLINE,PAID,3617,B,San Jose,09/06/2021
68475901,289,36,45,4.87,ONLINE,PAID,1734,C,Boston,10/06/2021
68475990,49,32,154,0.82,ONLINE,PAID,1107,F,San Jose,21/06/2021
68475996,55,158,256,0,VOUCHER,PAID,1185,D,New York,30/05/2021
68475999,174,124,126,5.42,ONLINE,PAID,1622,F,San Jose,26/03/2021
68476080,51,298,50,2.68,ONLINE,PAID,5597,A,Birmingham,10/07/2021
68476139,34,140,255,3.29,ONLINE,PAID,1158,B,San Jose,26/06/2021
68476173,128,105,89,1.26,ONLINE,PAID,3370,C,Boston,10/07/2021
68476278,124,178,206,1.16,ONLINE,PAID,2933,F,San Jose,26/06/2021
68476438,203,187,221,3.03,ONLINE,PAID,1898,D,New York,21/06/2021
68476555,154,185,90,1.56,ONLINE,PAID,2725,F,San Jose,17/05/2021
68476859,99,184,251,1.62,ONLINE,PAID,2896,A,Birmingham,12/06/2021
68477257,197,76,151,4.07,ONLINE,PAID,5450,B,San Jose,19/06/2021
68477258,133,94,160,0,VOUCHER,PAID,1058,C,Boston,10/07/2021
68477372,49,197,255,2.53,ONLINE,PAID,1056,F,San Jose,10/07/2021
68477577,205,271,168,0,ONLINE,PAID,1483,D,New York,10/07/2021
68477593,182,257,190,2.75,ONLINE,PAID,1718,F,San Jose,21/06/2021
68477798,248,60,157,2.09,ONLINE,PAID,4242,A,Birmingham,24/06/2021
68478064,113,268,60,0.7,DEBIT,PAID,3784,B,San Jose,14/05/2021
68478454,165,98,52,1.91,ONLINE,PAID,3230,C,Boston,10/07/2021
68478614,168,184,61,1.35,ONLINE,PAID,2608,F,San Jose,15/06/2021
68479033,101,159,246,1.11,ONLINE,PAID,2782,D,New York,17/08/2021
68479078,204,125,272,5.62,ONLINE,PAID,1945,F,San Jose,10/07/2021
68479233,54,89,104,0.54,DEBIT,PAID,2108,A,Birmingham,10/06/2021
68479271,140,218,207,0.55,DEBIT,PAID,7576,B,San Jose,14/06/2021
68479324,300,104,271,7.17,ONLINE,PAID,2538,C,Boston,08/04/2021
68479348,40,169,283,2.8,ONLINE,PAID,3189,F,San Jose,10/07/2021
68479509,299,268,255,1.78,ONLINE,PAID,2616,D,New York,29/07/2021
68479590,92,251,66,0.63,ONLINE,PAID,2761,F,San Jose,14/06/2021
68479592,23,126,290,0.71,ONLINE,PAID,2457,A,Birmingham,10/07/2021
68479631,243,89,239,1.07,ONLINE,PAID,1689,B,San Jose,10/07/2021
68479787,45,215,227,0.61,DEBIT,PAID,1618,C,Boston,10/07/2021
68479925,44,231,203,3.28,ONLINE,PAID,2312,F,San Jose,10/07/2021
68480121,124,47,91,2.53,ONLINE,PAID,2487,D,New York,11/04/2021
68480124,99,164,133,0.51,ONLINE,PAID,2651,F,San Jose,05/06/2021
68480496,245,137,283,0.51,DEBIT,PAID,1038,A,Birmingham,21/06/2021
68480601,244,89,205,1.59,ONLINE,PAID,1262,B,San Jose,10/06/2021
68481257,68,72,124,3.62,ONLINE,PAID,3455,C,Boston,28/04/2021
68481478,196,142,269,2.18,ONLINE,PAID,3844,F,San Jose,03/05/2021
68481970,11,264,15,3.68,ONLINE,PAID,3625,D,New York,22/09/2021
68482005,133,36,51,0.46,ONLINE,PAID,3516,F,San Jose,26/07/2021
68482035,188,29,193,0,VOUCHER,PAID,1314,A,Birmingham,22/06/2021
68482136,161,169,57,0,MEAL_BENEFIT,PAID,1266,B,San Jose,10/07/2021
68482225,47,118,227,1.53,ONLINE,PAID,1034,C,Boston,22/05/2021
68482242,101,38,281,1,DEBIT,PAID,1384,F,San Jose,07/07/2021
68482277,89,39,11,7.39,ONLINE,PAID,3544,D,New York,10/06/2021
68482359,139,60,271,0.59,ONLINE,PAID,4866,F,San Jose,18/06/2021
68482388,11,220,32,0,VOUCHER,PAID,1215,A,Birmingham,26/06/2021
68482470,75,44,160,1.88,CREDIT,PAID,1110,B,San Jose,25/06/2021
68482706,54,65,300,2.34,ONLINE,PAID,1422,C,Boston,22/07/2021
68482866,96,271,166,3.39,DEBIT,PAID,2376,F,San Jose,01/07/2021
68482996,24,187,286,2.34,ONLINE,PAID,1037,D,New York,27/05/2021
68483068,138,197,125,1.05,ONLINE,PAID,2536,F,San Jose,10/07/2021
68483086,136,150,209,1.05,DEBIT,PAID,3730,A,Birmingham,03/05/2021
68483169,193,89,59,2.34,ONLINE,PAID,10869,B,San Jose,02/06/2021
68483713,172,78,73,0,MEAL_BENEFIT,PAID,1787,C,Boston,08/07/2021
68483781,87,263,191,0.45,CREDIT_STORE,PAID,3670,F,San Jose,23/05/2021
68483840,117,257,165,0.54,DEBIT,PAID,2713,D,New York,10/07/2021
68483843,85,65,242,4.73,ONLINE,PAID,1152,F,San Jose,14/07/2021
68483938,10,205,133,5.61,ONLINE,PAID,1372,A,Birmingham,04/07/2021
68484185,22,123,26,0.45,ONLINE,PAID,1527,B,San Jose,14/05/2021
68484186,73,187,195,0,VOUCHER,PAID,5186,C,Boston,15/07/2021
68484257,48,117,37,0,ONLINE,PAID,2466,F,San Jose,21/07/2021
68484269,172,52,19,0.25,ONLINE,PAID,1910,D,New York,25/06/2021
68484295,178,117,189,0,VOUCHER,PAID,4910,F,San Jose,15/06/2021
68484313,113,273,20,2.81,ONLINE,PAID,2935,A,Birmingham,26/08/2021
68484314,132,107,275,1.9,ONLINE,PAID,3218,B,San Jose,27/05/2021
68484423,79,87,44,2.34,ONLINE,PAID,3462,C,Boston,21/04/2021
68484572,190,18,180,5.9,ONLINE,PAID,1018,F,San Jose,19/07/2021
68484573,96,98,16,0.44,ONLINE,PAID,1648,D,New York,22/06/2021
68484730,162,234,50,0,VOUCHER,PAID,1682,F,San Jose,10/07/2021
68484842,76,163,58,4.47,ONLINE,PAID,1332,A,Birmingham,10/07/2021
68484921,250,186,39,4.37,ONLINE,PAID,2878,B,San Jose,24/07/2021
68485291,174,130,266,1.54,ONLINE,PAID,5244,C,Boston,23/06/2021
68485460,206,54,254,0.54,ONLINE,PAID,1903,F,San Jose,12/06/2021
68485923,177,193,127,4.73,ONLINE,PAID,1068,D,New York,18/07/2021
68485953,101,26,43,0.45,ONLINE,PAID,3993,F,San Jose,19/06/2021
68486130,296,79,156,0,VOUCHER,PAID,1402,A,Birmingham,10/07/2021
68486197,171,250,279,2.85,DEBIT,PAID,2135,B,San Jose,09/06/2021
68486448,254,111,32,0.4,DEBIT,PAID,2065,C,Boston,12/06/2021
68486469,286,84,39,0.59,ONLINE,PAID,3622,F,San Jose,17/06/2021
68487049,18,230,74,0.39,ONLINE,PAID,2427,D,New York,01/08/2021
68487124,193,101,189,0,VOUCHER,PAID,2741,F,San Jose,17/06/2021
68487304,39,230,103,0.51,ONLINE,PAID,1920,A,Birmingham,18/06/2021
68487317,221,215,156,0.7,ONLINE,PAID,2127,B,San Jose,19/06/2021
68487327,271,105,94,2.09,ONLINE,PAID,3030,C,Boston,10/07/2021
68487883,212,201,119,1.24,ONLINE,PAID,1277,F,San Jose,29/07/2021
68488118,161,118,244,1.67,ONLINE,PAID,1694,D,New York,25/06/2021
68488447,269,291,253,4.19,ONLINE,PAID,1481,F,San Jose,14/06/2021
68488583,233,184,217,2.75,ONLINE,PAID,1089,A,Birmingham,29/08/2021
68488826,85,223,219,0,VOUCHER,CHARGEBACK,1463,B,San Jose,19/07/2021
68489170,281,294,34,1.16,ONLINE,PAID,1100,C,Boston,10/07/2021
68489350,186,26,184,0.4,ONLINE,PAID,8821,F,San Jose,29/06/2021
68489753,277,62,199,2.31,ONLINE,PAID,4105,D,New York,10/07/2021
68490127,263,196,244,1.22,ONLINE,PAID,1901,F,San Jose,24/07/2021
68490156,46,239,134,2.49,ONLINE,PAID,1999,A,Birmingham,14/07/2021
68490264,143,18,263,1.75,ONLINE,PAID,2589,B,San Jose,25/06/2021
68490282,129,111,59,3.37,ONLINE,PAID,2232,C,Boston,13/06/2021
68490746,266,57,48,2.85,ONLINE,PAID,3033,F,San Jose,10/07/2021
68490751,26,100,274,5.5,ONLINE,PAID,7175,D,New York,29/06/2021
68490898,240,90,119,1.64,ONLINE,PAID,2673,F,San Jose,04/08/2021
68491367,148,196,156,0.42,ONLINE,PAID,3986,A,Birmingham,03/07/2021
68491371,107,131,239,1.05,ONLINE,PAID,7176,B,San Jose,30/09/2021
68491950,294,21,77,1.24,DEBIT,PAID,1262,C,Boston,04/06/2021
68492000,277,155,128,2.93,ONLINE,PAID,3120,F,San Jose,30/06/2021
68492280,37,152,58,2.64,ONLINE,PAID,1370,D,New York,13/04/2021
68493359,239,190,163,3.27,ONLINE,PAID,2495,F,San Jose,16/05/2021
68493384,273,43,168,4.2,ONLINE,PAID,2534,A,Birmingham,27/06/2021
68493525,87,124,21,0,ONLINE,PAID,2292,B,San Jose,15/07/2021
68494009,204,93,154,0.27,ONLINE,PAID,1915,C,Boston,03/07/2021
68494074,268,202,18,0,VOUCHER,PAID,1240,F,San Jose,28/08/2021
68494526,286,84,27,1.06,ONLINE,PAID,1004,D,New York,04/08/2021
68494630,102,214,183,0,VOUCHER,PAID,1584,F,San Jose,03/07/2021
68494752,173,198,170,0.5,ONLINE,PAID,3523,A,Birmingham,01/06/2021
68494786,80,292,62,1.34,ONLINE,PAID,1246,B,San Jose,02/07/2021
68494803,110,249,269,0.54,ONLINE,PAID,1875,C,Boston,26/06/2021
68494925,120,156,37,0,MEAL_BENEFIT,PAID,3582,F,San Jose,12/09/2021
68494978,97,243,250,4.15,ONLINE,PAID,1110,D,New York,06/07/2021
68495102,199,167,107,5.48,ONLINE,PAID,2372,F,San Jose,11/08/2021
68495173,232,141,197,2.81,ONLINE,PAID,1113,A,Birmingham,02/07/2021
68495340,76,254,59,3.19,ONLINE,PAID,1442,B,San Jose,28/06/2021
